"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"Tokyo Tatemono Co., Ltd.",JP3582600007,"Well-below 2°C",,,Japan,Asia,"Real Estate","Targets Set","2021-09-01 00:00:00",,"Tokyo Tatemono Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 40% by FY2030 from a FY2019 base year. Tokyo Tatemono Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from use of sold products 40% within the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"AmerisourceBergen Corporation",US03073E1055,,,,"United States of America (USA)","North America","Healthcare Providers and Services, and Healthcare Technology",Committed,"2021-06-01 00:00:00",,,
"Skånemejerier AB",,,,,Sweden,Europe,"Food and Beverage Processing",Committed,"2021-06-01 00:00:00",,,
"Aecon Group Inc.",CA00762V1094,,,,Canada,"North America","Construction and Engineering",Committed,"2021-06-01 00:00:00",,,
"DT Global",,,,,"United States of America (USA)","North America","Professional Services",Committed,"2021-06-01 00:00:00",,,
"LEAX Group AB",,,,,Sweden,Europe,"Electrical Equipment and Machinery",Committed,"2021-06-01 00:00:00",,,
"Landgard Obst & Gemüse GmbH & Co.KG",,,,,Germany,Europe,"Food and Staples Retailing",Committed,"2021-06-01 00:00:00",,,
"GoodWay Technology Co.,Ltd.",,,,,"Taiwan, Province of China",Asia,"Technology Hardware and Equipment",Committed,"2021-06-01 00:00:00",,,
"BMC Software",,,,1,"United States of America (USA)","North America","Software and Services",Committed,"2021-06-01 00:00:00",,,
AbbVie,US00287Y1091,,,1,"United States of America (USA)","North America","Pharmaceuticals, Biotechnology and Life",Committed,"2021-06-01 00:00:00",,,
Fyffes,,,,1,Switzerland,Europe,"Food Production - Agricultural Production",Committed,"2021-06-01 00:00:00",,,
"Kier Group plc",GB0004915632,,,1,"United Kingdom (UK)",Europe,"Construction and Engineering",Committed,"2021-06-01 00:00:00",,,
"Shanying International Holdings Co., Ltd.",CNE0000019B0,,,1,China,Asia,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Committed,"2021-06-01 00:00:00",,,
"BCE inc.",CA05534B7604,,,1,Canada,"North America","Telecommunication Services",Committed,"2021-06-01 00:00:00",,,
"BIC Services Pty Limited",,,,1,Australia,Oceania,"Trading Companies and Distributors, and Commercial Services and Supplies",Committed,"2021-06-01 00:00:00",,,
"CLS Holdings PLC",GB00BF044593,,,1,"United Kingdom (UK)",Europe,"Real Estate",Committed,"2021-06-01 00:00:00",,,
"The Howard de Walden Estate",,1.5°C,1,,"United Kingdom (UK)",Europe,"Real Estate","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. The Howard de Walden Estate commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"AS&K Group Ltd",,1.5°C,1,1,"United Kingdom (UK)",Europe,"Professional Services","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. AS&K Group Ltd commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Taylors Wines",,1.5°C,1,,Australia,Oceania,"Food and Beverage Processing","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Taylors Wines commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Etivoet,,1.5°C,1,,Belgium,Europe,"Trading Companies and Distributors, and Commercial Services and Supplies","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Etivoet commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"MIZUKAMI INSATSU CO.,LTD.",,1.5°C,1,,Japan,Asia,Media,"Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. MIZUKAMI INSATSU CO.,LTD. commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Equinix, Inc.",US29444U7000,1.5°C,,,"United States of America (USA)","North America","Real Estate","Targets Set","2021-06-01 00:00:00",,"Equinix, Inc. commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by FY2030 from a FY2019 base year. Equinix, Inc. commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities 50% over the same timeframe. Equinix, Inc. also commits to increase annual sourcing of renewable electricity from 87% in FY2019 to 100% by FY2030. In addition, Equinix, Inc. commits that 66% of its suppliers by emissions covering purchased goods and services and capital goods, will have science-based targets by FY2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Siam Cement Public Company Limited (SCG)",TH0003010Z04,,,,Thailand,Asia,"Construction Materials",Committed,"2021-06-01 00:00:00",,,
"Alkaram Towel Industries (Pvt.) Ltd.",,,,,Pakistan,Asia,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2021-06-01 00:00:00",,,
"Glanbia Ireland DAC",,,,,Ireland,Europe,"Food and Beverage Processing",Committed,"2021-06-01 00:00:00",,,
"Churchill Contract Services Group Holdings Limited",,,,,"United Kingdom (UK)",Europe,"Trading Companies and Distributors, and Commercial Services and Supplies",Committed,"2021-06-01 00:00:00",,,
"CEMEX, S.A.B de C.V.",MXP225611567,,,1,Mexico,"Latin America","Construction Materials",Committed,"2021-06-01 00:00:00",,,
"Renesas Electronics Corporation",JP3164720009,,,,Japan,Asia,"Technology Hardware and Equipment",Committed,"2021-06-01 00:00:00",,,
"Camper S.L.",,,,,Spain,Europe,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2021-06-01 00:00:00",,,
"ZF Friedrichshafen AG",DE0007851008,,,1,Germany,Europe,"Automobiles and Components",Committed,"2021-06-01 00:00:00",,,
"Galliford Try Holdings Plc",,,,1,"United Kingdom (UK)",Europe,"Construction and Engineering",Committed,"2021-06-01 00:00:00",,,
Sage,,,,1,"United Kingdom (UK)",Europe,"Software and Services",Committed,"2021-06-01 00:00:00",,,
OTB,,,,1,Italy,Europe,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2021-06-01 00:00:00",,,
"Autoliv Inc",US0528001094,,,1,Sweden,Europe,"Automobiles and Components",Committed,"2021-06-01 00:00:00",,,
"Prada Group",IT0003874101,,,1,Italy,Europe,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2021-06-01 00:00:00",,,
"Ubisoft Entertainment",FR0000054470,,,1,France,Europe,"Software and Services",Committed,"2021-06-01 00:00:00",,,
"John Menzies plc",GB0005790059,,,1,"United Kingdom (UK)",Europe,"Air Freight Transportation and Logistics",Committed,"2021-06-01 00:00:00",,,
"Daitomiunyu Co.Ltd.",,"Well-below 2°C",1,,Japan,Asia,"Ground Transportation - Trucking Transportation","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Daitomiunyu Co.Ltd. commits to reduce absolute scope 1 and scope 2 GHG emissions 28% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
dbramante1928,,"Well-below 2°C",1,1,Denmark,Europe,"Textiles, Apparel, Footwear and Luxury Goods","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. dbramante1928 commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"TMS Consultancy t/a Antaris Consulting",,1.5°C,1,,Ireland,Europe,"Professional Services","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Antaris Consulting commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Hamada Co",,1.5°C,1,,Japan,Asia,"Professional Services","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Hamada Co commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
CLIMACT,,1.5°C,1,,Belgium,Europe,"Professional Services","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. CLIMACT commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Lifestraw,,1.5°C,1,,"United States of America (USA)","North America","Consumer Durables, Household and Personal Products","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Lifestraw commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Machi Mirai Seisakusyo Co., Ltd.",,1.5°C,1,1,Japan,Asia,"Professional Services","Targets Set","2021-06-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Machi Mirai Seisakusyo Co., Ltd. commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The Southern Co-operative",,1.5°C,,1,"United Kingdom (UK)",Europe,"Food and Staples Retailing","Targets Set","2021-06-01 00:00:00",,"The Southern Co-operative Ltd commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. The Southern Co-operative Ltd also commits to reduce absolute scope 3 GHG emissions from managed trading businesses 17% over the same target period.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Semler Gruppen",,,,,Denmark,Europe,"Trading Companies and Distributors, and Commercial Services and Supplies",Committed,"2021-06-02 00:00:00",,,
"Sir Robert McAlphine",,,,,"United Kingdom (UK)",Europe,"Construction and Engineering",Committed,"2021-06-03 00:00:00",,,
"NGK SPARK PLUG CO., LTD.",JP3738600000,,,,Japan,Asia,"Automobiles and Components",Committed,"2021-06-04 00:00:00",,,
"Chicony Power Technology Co., Ltd.",TW0006412000,,,,"Taiwan, Province of China",Asia,"Technology Hardware and Equipment",Committed,"2021-06-05 00:00:00",,,
"James Fisher and Sons plc",GB0003395000,,,,"United Kingdom (UK)",Europe,"Oil and Gas",Committed,"2021-06-06 00:00:00",,,
"Keepmoat Homes",,,,1,"United Kingdom (UK)",Europe,Homebuilding,Committed,"2021-06-07 00:00:00",,,
"Dialight Plc",,,,1,"United Kingdom (UK)",Europe,"Electrical Equipment and Machinery",Committed,"2021-06-08 00:00:00",,,
"Wealmoor Ltd.",,,,1,"United Kingdom (UK)",Europe,"Food Production - Agricultural Production",Committed,"2021-06-09 00:00:00",,,
"Apoteket AB",,,,1,Sweden,Europe,Retailing,Committed,"2021-06-10 00:00:00",,,
"Schindler Group",CH0024638196,,,1,Switzerland,Europe,"Electrical Equipment and Machinery",Committed,"2021-06-11 00:00:00",,,
"Dechra Pharmaceuticals PLC",GB0009633180,,,1,"United Kingdom (UK)",Europe,"Pharmaceuticals, Biotechnology and Life",Committed,"2021-06-12 00:00:00",,,
"REDEVCO B.V.",,,,1,Netherlands,Europe,"Real Estate",Committed,"2021-06-13 00:00:00",,,
"Weihai Luda Art & Craft Co., Ltd. ",,"Well-below 2°C",1,,China,Asia,"Trading Companies and Distributors, and Commercial Services and Supplies","Targets Set","2021-06-14 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Weihai Luda Art & Craft Co., Ltd.  commits to reduce absolute scope 1 and scope 2 GHG emissions 28% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
